OBJECTID,AREA_,PERIMETER,CLASS,AREA_ACRES,SHAPEAREA,SHAPELEN
1288,86320499.95555,144691.47088,014,1982,86320499.77911,144691.47034
1289,19635981.85912,24038.85697,089,451,19635982.09404,24038.856827
1290,2549117.99018,13802.88208,017,59,2549118.03202,13802.881722
1291,11090779.53437,22765.08074,016,255,11090779.44574,22765.081432
1292,21141266.29779,24434.61873,002,485,21141266.24089,24434.618711
1293,11188931.2734,14829.88608,016,257,11188931.08756,14829.886108
1294,5172954.12708,18840.73708,006,119,5172954.08432,18840.737632
1295,5022242.43581,14803.81097,002,115,5022242.67154,14803.81103
1296,16797356.56665,25304.74065,004,386,16797356.70236,25304.74018
1297,3882224.29993,8473.21502,003,89,3882224.28067,8473.215055
1298,8196199.82256,20592.54325,002,188,8196199.86121,20592.543132
1299,13715506.17314,19552.71985,003,315,13715506.08752,19552.71989
1300,1180364.5535,5180.10692,002,27,1180364.43685,5180.10697
1301,1375649.21583,9786.68242,006,32,1375649.0163,9786.682299
1302,3360703.50681,8211.62537,016,77,3360703.4875,8211.625234
1303,5010176.77331,10374.66878,002,115,5010176.70848,10374.668863
1304,1792097.86662,5609.21221,007,41,1792097.83053,5609.212097
1305,21461516.1905,37536.86398,007,493,21461516.27893,37536.863652
1306,760188.23976,4354.64612,007,17,760188.20708,4354.646171
1307,2123727.73615,7596.07915,014,49,2123727.77841,7596.079086
1308,6632592.6531,17474.01922,007,152,6632592.64781,17474.019715
1309,67086768.42417,73700.80115,003,1540,67086767.92692,73700.801077
1310,4114070.64574,9133.27058,007,94,4114070.67446,9133.270604
1311,59033585.89484,86149.76265,003,1355,59033586.21354,86149.763298
1312,1534987.54629,5421.07947,008,35,1534987.52175,5421.079536
1313,178526688.60414,212897.44574,003,4098,178526689.80161,212897.444397
1314,1629389.74331,6622.54499,006,37,1629389.6785,6622.544934
1315,1968914.28462,7120.63055,016,45,1968914.2906,7120.63047
1316,478224.87266,3037.87934,013,11,478224.83969,3037.879364
1317,1332220.89896,5622.29902,013,31,1332220.9484,5622.299359
1318,65574954.9199,139174.998,017,1505,65574954.17909,139174.998259
1319,2002597.36239,6150.96053,011,46,2002597.45735,6150.960806
1320,2022472.07469,8097.44562,013,46,2022471.88362,8097.44538
1321,407836.80149,3117.66832,006,9,407836.83798,3117.668357
1322,416769893.50304,316623.99118,003,9568,416769893.14266,316623.991748
1323,66527831.50329,95155.11585,002,1527,66527831.78854,95155.115884
1324,772383.80689,4988.70548,016,18,772383.77775,4988.705299
1325,1222292.7444,4673.5287,007,28,1222292.73864,4673.528646
1326,8765954.57332,13609.7649,090,201,8765954.51998,13609.764867
1327,129533820.22628,90360.52596,016,2974,129533820.2011,90360.525897
1328,1230376.8795,4693.92881,002,28,1230377.02106,4693.928923
1329,48897760.89092,52765.49357,017,1123,48897760.61143,52765.493766
1330,24237402.69974,33749.62115,002,556,24237402.66487,33749.621341
1331,2139153.91652,11106.66648,017,49,2139153.88843,11106.666427
1332,1944992.97361,7103.56566,013,45,1944993.07953,7103.565779
1333,6309072.28741,17968.45529,003,145,6309072.40718,17968.455181
1334,5128105.82377,12164.06811,013,118,5128105.87727,12164.068542
1335,10172516.08988,14404.6958,020,234,10172515.98497,14404.695927
1336,10698300.49493,34593.66493,016,246,10698300.50373,34593.664777
1337,2820448.62797,7291.57814,020,65,2820448.67828,7291.578054
1338,3941933.19129,9095.21765,016,90,3941932.95145,9095.217552
1339,13246400.64946,16970.64665,009,304,13246400.73545,16970.646078
1340,4543999.80911,9364.82104,002,104,4543999.98634,9364.821078
1341,9164062.74852,21666.21103,014,210,9164062.90354,21666.21097
1342,18127147.13863,17142.9366,016,416,18127147.19674,17142.936502
1343,4662992.74923,10296.45383,012,107,4662992.62421,10296.453897
1344,1014312.63745,4172.54412,007,23,1014312.69594,4172.544167
1345,92174725.59641,91151.95478,007,2116,92174724.74043,91151.954708
1346,24920868.10871,27564.26452,010,572,24920867.70426,27564.264511
1347,4751134.12155,12210.15456,007,109,4751134.05488,12210.154399
1348,235036121.30233,135162.95851,002,5396,235036121.15351,135162.958763
1349,3634272.69702,13541.26978,017,83,3634272.56122,13541.270126
1350,1340551.88172,5542.61722,006,31,1340551.83823,5542.617334
1351,612110.29662,3481.28654,016,14,612110.43161,3481.286617
1352,6675852.29291,15771.76409,013,153,6675852.36262,15771.763778
1353,16942463.72747,32234.17536,003,389,16942463.72007,32234.17504
1354,1490615.4119,4571.43423,002,34,1490615.48445,4571.434196
1355,3115293.25614,8906.34189,007,72,3115293.32712,8906.342175
1356,1557240.73111,5691.45253,002,36,1557240.75188,5691.452371
1357,891955.68593,3900.71587,006,20,891955.68314,3900.71584
1358,638577.28648,4629.43036,016,15,638577.28028,4629.430173
1359,13844008.80723,24849.10271,013,318,13844008.71711,24849.102845
1360,14029291.40296,17884.64859,009,322,14029291.58808,17884.648506
1361,32653995.71181,29849.35694,017,750,32653995.76694,29849.356777
1362,4288238.85349,14022.44443,017,98,4288238.61989,14022.444204
1363,3847480.9786,9096.86007,002,88,3847480.8943,9096.860072
1364,12208498.64077,17818.5096,003,280,12208498.94185,17818.509749
1365,522215.45741,2860.26415,002,12,522215.46766,2860.264198
1366,1469980.02687,5205.56264,017,34,1469980.03401,5205.562407
1367,8089751.73485,20748.60539,016,186,8089751.80833,20748.605482
1368,18145380.91798,19321.98277,006,417,18145380.87582,19321.982627
1369,6780291.39121,17151.19695,016,156,6780291.42253,17151.197271
1370,20564109.23544,32278.47795,016,472,20564109.31385,32278.47818
1371,40725666.04759,28458.1078,013,935,40725666.19055,28458.107755
1372,733707.31176,3254.7457,003,17,733707.38963,3254.745736
1373,49238733.43391,35921.27711,003,1130,49238733.6484,35921.277125
1374,14009066.53363,20784.27658,013,322,14009066.8424,20784.275996
1375,79217541.07032,79582.22547,006,1819,79217540.7651,79582.225039
1376,28156248.23606,28976.7396,014,646,28156248.26571,28976.739411
1377,2401892.59116,6313.71884,009,55,2401892.5253,6313.718642
1378,9027432.82506,28303.84554,017,207,9027432.74266,28303.84589
1379,33810308.72291,29665.32806,012,776,33810308.5556,29665.327714
1380,1301342.33907,4490.29532,013,30,1301342.2311,4490.295133
1381,15464912.70445,34882.70911,016,355,15464912.73684,34882.709504
1382,4254599.18663,15285.41272,017,98,4254599.02527,15285.413111
1383,2486996.29941,6250.1087,020,57,2486996.19355,6250.108638
1384,10872824.20244,17242.08062,009,250,10872824.13506,17242.080771
1385,1189164.89656,6433.09458,016,27,1189164.98365,6433.094399
1386,1620068.5041,6793.66966,017,37,1620068.28375,6793.670204
1387,1775128.97376,6471.71554,013,41,1775128.99911,6471.715451
1388,1875588.37573,6354.28171,003,43,1875588.32725,6354.281547
1389,17084445.97366,18356.17684,013,392,17084445.75907,18356.176531
1390,12735745.25043,18662.83879,003,292,12735745.21416,18662.838716
1391,17922312.30357,21995.06721,012,411,17922312.47404,21995.067426
1392,31204676.04112,70546.72221,016,716,31204676.436,70546.722174
1393,16044074.22108,23359.21692,013,368,16044074.45931,23359.216211
1394,35085765.14462,40512.62466,013,805,35085764.79874,40512.624399
1395,260684733.04971,85054.40855,014,5984,260684733.537,85054.408953
1396,4428858.44255,13068.35129,014,102,4428858.50609,13068.351026
1397,2643952.13097,10432.67444,013,61,2643952.12999,10432.67481
1398,1283486.62211,5136.65576,003,29,1283486.51001,5136.655673
1399,229594616.92349,122289.02621,004,5271,229594617.29153,122289.026414
1400,350213.76774,2673.38936,020,8,350213.72497,2673.389598
1401,296386256.55582,181087.70441,002,6804,296386256.96579,181087.706472
1402,2114068.51449,6123.2993,006,49,2114068.59932,6123.299209
1403,2169717.76762,8389.2476,006,50,2169717.69454,8389.24753
1404,1254274.29491,5385.36038,017,29,1254274.33982,5385.360466
1405,1426760.16967,6050.30362,013,33,1426760.20411,6050.303767
1406,8374599.04118,15068.9543,002,192,8374599.05962,15068.954592
1407,1128254.27751,4884.52744,006,26,1128254.36255,4884.527425
1408,1882920.22892,7250.03824,002,43,1882920.25399,7250.038343
1409,985393.43002,5881.44993,013,23,985393.38318,5881.450237
1410,3327591.46751,9580.77389,017,76,3327591.57842,9580.774213
1411,80486329.99091,37057.65811,041,1848,80486330.22491,37057.658297
1412,4082565.21208,15780.13229,016,94,4082565.10497,15780.132366
1413,4904228.61914,9697.66143,016,113,4904228.67878,9697.661543
1414,5233331.33743,16486.47041,013,120,5233331.30395,16486.469787
1415,13874190.73863,18228.25135,013,319,13874190.80717,18228.251149
1416,14429661.07252,22291.59207,090,331,14429661.00093,22291.592358
1417,2117079.92745,8435.17655,013,49,2117079.93818,8435.176707
1418,9208301.70857,17404.05183,002,211,9208301.76582,17404.051781
1419,87055327.3079,55592.01512,009,1999,87055327.81647,55592.015379
1420,17262309.47114,33091.57341,009,396,17262309.67614,33091.5734
1421,19098909.15307,34065.56836,017,438,19098908.92535,34065.56832
